,Age,Gender,Income Level,Dietary Preference,Exercise Frequency,Eating Disorder Habit,Location,Daily Caloric Intake
394,28,Male,Low,Non-vegetarian,Medium,restrictive_eating,chicago,1806.933333
395,18,Female,Medium,vegan,Low,binge_eating,champaign,874.8
396,18,Female,Medium,Vegetarian,Medium,restrictive_eating,chicago,972
397,43,Male,Low,Vegetarian,Low,binge_eating,alton,2043.36
398,43,Male,Low,vegan,High,restrictive_eating,alton,2497.44
399,58,Male,Medium,vegan,Medium,binge_eating,alton,3828
400,49,Female,High,Vegetarian,Medium,binge_eating,chicago,3175.2
401,23,Female,Low,vegan,Medium,binge_eating,alton,993.6
402,34,Male,Low,Vegetarian,Low,binge_eating,springfield,1615.68
403,50,Female,Medium,Non-vegetarian,Medium,restrictive_eating,champaign,3300
404,25,Male,Low,vegan,High,binge_eating,champaign,1452
405,24,Male,Medium,Non-vegetarian,Low,binge_eating,nashville,1742.4
406,39,Female,High,Vegetarian,High,binge_eating,chicago,2779.92
407,23,Male,Low,Non-vegetarian,Medium,restrictive_eating,alton,1484.266667
408,18,Female,Medium,vegan,Medium,restrictive_eating,springfield,972
409,38,Male,High,Non-vegetarian,High,binge_eating,nashville,4046.24
410,37,Male,High,Vegetarian,High,binge_eating,champaign,3223.44
411,44,Male,Medium,Non-vegetarian,Medium,binge_eating,champaign,3549.333333
412,32,Female,Medium,vegan,High,binge_eating,champaign,1900.8
413,54,Male,Medium,Non-vegetarian,Medium,binge_eating,naperville,4356
414,26,Female,Low,Non-vegetarian,Medium,binge_eating,alton,1372.8
415,20,Male,High,Non-vegetarian,Medium,binge_eating,nashville,1936
416,36,Female,Low,Vegetarian,Low,binge_eating,champaign,1399.68
417,37,Female,High,Vegetarian,High,restrictive_eating,champaign,2637.36
418,49,Male,Medium,vegan,Medium,restrictive_eating,chicago,3234
419,56,Male,Low,vegan,Medium,binge_eating,springfield,2956.8
420,36,Female,High,Non-vegetarian,High,binge_eating,nashville,3136.32
421,59,Female,Medium,vegan,High,restrictive_eating,champaign,3504.6
422,24,Female,High,Non-vegetarian,High,binge_eating,champaign,2090.88
423,45,Male,High,Non-vegetarian,Medium,restrictive_eating,nashville,4356
424,21,Female,High,Non-vegetarian,Medium,restrictive_eating,springfield,1663.2
425,32,Female,Low,vegan,Low,restrictive_eating,champaign,1244.16
426,35,Male,Medium,Non-vegetarian,High,binge_eating,springfield,3105.666667
427,20,Male,Medium,vegan,Medium,binge_eating,naperville,1320
428,43,Female,Low,Vegetarian,High,binge_eating,chicago,2043.36
429,33,Female,High,vegan,Low,restrictive_eating,chicago,1924.56
430,39,Female,High,Vegetarian,Medium,binge_eating,nashville,2527.2
431,26,Male,Low,vegan,Medium,binge_eating,naperville,1372.8
432,37,Female,Medium,Vegetarian,Low,binge_eating,nashville,1798.2
433,31,Female,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,2046
434,19,Female,Low,Vegetarian,High,binge_eating,alton,902.88
435,25,Female,Low,vegan,Medium,restrictive_eating,nashville,1080
436,26,Female,High,Vegetarian,High,binge_eating,springfield,1853.28
437,46,Female,High,Vegetarian,Medium,binge_eating,nashville,2980.8
438,56,Female,High,Non-vegetarian,Medium,binge_eating,naperville,4435.2
439,25,Female,Medium,Vegetarian,High,restrictive_eating,springfield,1485
440,44,Male,Medium,Non-vegetarian,Low,binge_eating,champaign,3194.4
441,36,Female,Low,Non-vegetarian,Medium,restrictive_eating,springfield,1900.8
442,41,Female,Low,vegan,Medium,restrictive_eating,chicago,1771.2
443,24,Female,Medium,vegan,Low,restrictive_eating,nashville,1166.4
444,21,Male,High,Vegetarian,Low,restrictive_eating,nashville,1496.88
445,33,Female,High,vegan,Low,binge_eating,chicago,1924.56
446,59,Female,High,vegan,Medium,binge_eating,champaign,3823.2
447,39,Female,Low,Vegetarian,High,restrictive_eating,chicago,1853.28
448,52,Male,Low,vegan,Low,binge_eating,champaign,2471.04
449,31,Male,Low,vegan,Medium,binge_eating,springfield,1636.8
450,37,Female,Medium,vegan,High,restrictive_eating,chicago,2197.8
451,35,Male,Medium,Vegetarian,Medium,restrictive_eating,champaign,2310
452,28,Male,High,vegan,Low,binge_eating,chicago,1995.84
453,55,Male,Low,Vegetarian,Low,binge_eating,naperville,2613.6
454,21,Female,Low,Non-vegetarian,High,restrictive_eating,alton,1219.68
455,50,Male,Medium,Vegetarian,Medium,binge_eating,chicago,3300
456,54,Female,High,vegan,Low,restrictive_eating,chicago,3149.28
457,26,Male,Medium,Vegetarian,Low,binge_eating,springfield,1544.4
458,44,Female,Medium,Vegetarian,Medium,binge_eating,naperville,2376
459,32,Male,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,2581.333333
460,44,Male,Low,Non-vegetarian,High,restrictive_eating,nashville,3123.413333
461,26,Female,Medium,Vegetarian,High,restrictive_eating,naperville,1544.4
462,57,Female,Medium,vegan,Medium,binge_eating,alton,3078
463,48,Female,Low,Vegetarian,Medium,restrictive_eating,naperville,2073.6
464,57,Female,Low,Vegetarian,High,binge_eating,chicago,2708.64
465,53,Male,Low,vegan,Low,binge_eating,nashville,2518.56
466,28,Female,Low,Vegetarian,Low,restrictive_eating,naperville,1088.64
467,36,Female,High,Non-vegetarian,High,binge_eating,chicago,3136.32
468,20,Female,Low,Vegetarian,High,binge_eating,springfield,950.4
469,47,Female,Medium,Vegetarian,High,restrictive_eating,naperville,2791.8
470,51,Female,Medium,Vegetarian,High,binge_eating,nashville,3029.4
471,26,Female,Medium,vegan,High,binge_eating,champaign,1544.4
472,49,Female,Low,vegan,Medium,binge_eating,champaign,2116.8
473,37,Male,High,vegan,Medium,restrictive_eating,springfield,2930.4
474,47,Female,High,Non-vegetarian,Medium,binge_eating,chicago,3722.4
475,54,Female,Low,Non-vegetarian,High,binge_eating,springfield,3136.32
476,24,Male,High,vegan,High,binge_eating,springfield,2090.88
477,46,Male,Medium,Vegetarian,Medium,binge_eating,nashville,3036
478,47,Male,High,vegan,Medium,restrictive_eating,chicago,3722.4
479,25,Male,Medium,Vegetarian,Medium,restrictive_eating,naperville,1650
480,56,Female,Medium,Non-vegetarian,Medium,binge_eating,champaign,3696
481,57,Male,High,vegan,Medium,restrictive_eating,champaign,4514.4
482,20,Male,High,Vegetarian,Medium,restrictive_eating,champaign,1584
483,56,Female,High,Non-vegetarian,Medium,binge_eating,alton,4435.2
484,20,Female,Medium,Non-vegetarian,Low,binge_eating,springfield,1188
485,37,Female,Medium,vegan,High,restrictive_eating,chicago,2197.8
486,39,Male,High,vegan,Medium,restrictive_eating,chicago,3088.8
487,57,Male,Low,Vegetarian,High,restrictive_eating,naperville,3310.56
488,40,Male,High,Vegetarian,Low,restrictive_eating,chicago,2851.2
489,24,Male,Low,vegan,Medium,restrictive_eating,springfield,1267.2
490,41,Female,Medium,vegan,Medium,restrictive_eating,nashville,2214
491,34,Male,Low,Non-vegetarian,Medium,binge_eating,naperville,2194.133333
492,23,Male,Medium,vegan,High,restrictive_eating,alton,1669.8
493,56,Female,Low,Non-vegetarian,High,binge_eating,springfield,3252.48
494,19,Male,High,Vegetarian,Medium,binge_eating,nashville,1504.8
495,44,Male,Low,Non-vegetarian,High,binge_eating,nashville,3123.413333
496,56,Male,Medium,Non-vegetarian,Medium,binge_eating,champaign,4517.333333
497,45,Female,Low,Vegetarian,High,binge_eating,nashville,2138.4
498,38,Female,Low,Non-vegetarian,High,restrictive_eating,naperville,2207.04
499,38,Male,Low,vegan,Medium,binge_eating,springfield,2006.4
500,30,Female,Low,Non-vegetarian,Low,binge_eating,alton,1425.6
501,58,Male,High,vegan,Low,restrictive_eating,springfield,4134.24
502,48,Male,Low,Non-vegetarian,Low,binge_eating,naperville,2787.84
503,49,Female,Low,vegan,Low,restrictive_eating,alton,1905.12
504,27,Male,High,vegan,Medium,restrictive_eating,chicago,2138.4
505,58,Male,Medium,Non-vegetarian,Low,restrictive_eating,springfield,4210.8
506,45,Female,Low,Vegetarian,High,binge_eating,champaign,2138.4
507,25,Male,High,Vegetarian,Medium,binge_eating,alton,1980
508,23,Male,Low,vegan,Low,binge_eating,alton,1092.96
509,41,Female,Low,Vegetarian,High,binge_eating,springfield,1948.32
510,29,Male,Medium,vegan,Low,binge_eating,springfield,1722.6
511,21,Male,High,vegan,High,restrictive_eating,alton,1829.52
512,34,Female,Low,Vegetarian,Low,binge_eating,alton,1321.92
513,19,Female,High,Vegetarian,High,binge_eating,alton,1354.32
514,22,Male,High,vegan,High,binge_eating,chicago,1916.64
515,23,Male,Low,vegan,Medium,restrictive_eating,nashville,1214.4
516,42,Female,Medium,Non-vegetarian,High,binge_eating,nashville,3049.2
517,22,Female,High,vegan,Low,restrictive_eating,champaign,1283.04
518,48,Male,Medium,Non-vegetarian,High,restrictive_eating,naperville,4259.2
519,50,Male,Medium,Non-vegetarian,Low,restrictive_eating,springfield,3630
520,28,Male,Medium,Vegetarian,High,restrictive_eating,champaign,2032.8
521,36,Male,Medium,Vegetarian,High,binge_eating,alton,2613.6
522,60,Male,High,vegan,High,binge_eating,champaign,5227.2
523,28,Male,Medium,Vegetarian,Medium,restrictive_eating,springfield,1848
524,60,Male,High,Non-vegetarian,Medium,binge_eating,chicago,5808
525,39,Female,High,Vegetarian,Low,binge_eating,chicago,2274.48
526,60,Female,Medium,Vegetarian,Medium,restrictive_eating,champaign,3240
527,36,Female,Medium,Non-vegetarian,High,binge_eating,springfield,2613.6
528,19,Female,High,Vegetarian,Low,restrictive_eating,springfield,1108.08
529,40,Male,Low,vegan,Low,binge_eating,naperville,1900.8
530,37,Male,Low,vegan,Low,restrictive_eating,springfield,1758.24
531,36,Female,Medium,vegan,High,binge_eating,naperville,2138.4
532,32,Male,Medium,Non-vegetarian,High,restrictive_eating,naperville,2839.466667
533,46,Female,Medium,Vegetarian,High,restrictive_eating,nashville,2732.4
534,44,Male,Medium,Vegetarian,Medium,binge_eating,champaign,2904
535,53,Female,Low,vegan,Low,restrictive_eating,nashville,2060.64
536,53,Female,Low,Non-vegetarian,Medium,restrictive_eating,springfield,2798.4
537,50,Male,High,vegan,Medium,restrictive_eating,springfield,3960
538,60,Female,Low,vegan,Medium,restrictive_eating,springfield,2592
539,26,Female,Low,Vegetarian,Medium,binge_eating,nashville,1123.2
540,25,Male,Medium,Vegetarian,Medium,restrictive_eating,alton,1650
541,18,Female,High,Vegetarian,Medium,restrictive_eating,springfield,1166.4
542,29,Male,Low,Non-vegetarian,Low,binge_eating,alton,1684.32
543,25,Female,Medium,vegan,High,restrictive_eating,naperville,1485
544,34,Female,High,Vegetarian,Low,binge_eating,champaign,1982.88
545,57,Female,Medium,vegan,High,binge_eating,nashville,3385.8
546,18,Female,Low,Non-vegetarian,Low,restrictive_eating,chicago,855.36
547,49,Female,Medium,Non-vegetarian,High,restrictive_eating,chicago,3557.4
548,22,Male,High,Non-vegetarian,Medium,restrictive_eating,nashville,2129.6
549,44,Female,High,Non-vegetarian,High,restrictive_eating,chicago,3833.28
550,30,Female,High,Non-vegetarian,Medium,restrictive_eating,chicago,2376
551,20,Female,Low,vegan,Medium,restrictive_eating,nashville,864
552,52,Male,High,Non-vegetarian,High,restrictive_eating,chicago,5536.96
553,57,Female,High,vegan,High,binge_eating,naperville,4062.96
554,58,Female,High,Non-vegetarian,Low,binge_eating,champaign,4134.24
555,49,Male,High,Vegetarian,Medium,binge_eating,champaign,3880.8
556,46,Male,High,vegan,High,binge_eating,nashville,4007.52
557,35,Female,Medium,Vegetarian,Medium,binge_eating,champaign,1890
558,23,Male,Medium,Vegetarian,High,binge_eating,alton,1669.8
559,51,Male,High,vegan,Low,binge_eating,champaign,3635.28
560,31,Male,Low,Non-vegetarian,High,restrictive_eating,chicago,2200.586667
561,40,Male,High,Vegetarian,Low,restrictive_eating,naperville,2851.2
562,50,Male,Low,vegan,Low,restrictive_eating,springfield,2376
563,49,Male,High,Vegetarian,High,binge_eating,chicago,4268.88
564,18,Female,Medium,Vegetarian,High,binge_eating,chicago,1069.2
565,40,Male,High,vegan,High,restrictive_eating,alton,3484.8
566,48,Male,High,Non-vegetarian,Low,binge_eating,nashville,4181.76
567,42,Female,High,Non-vegetarian,High,binge_eating,springfield,3659.04
568,27,Male,Low,Non-vegetarian,Low,restrictive_eating,nashville,1568.16
569,26,Female,High,Non-vegetarian,Low,binge_eating,chicago,1853.28
570,39,Female,High,Vegetarian,Low,binge_eating,chicago,2274.48
571,22,Female,Medium,Non-vegetarian,High,binge_eating,naperville,1597.2
572,18,Female,High,Vegetarian,High,restrictive_eating,naperville,1283.04
573,49,Male,Low,vegan,Low,restrictive_eating,springfield,2328.48
574,50,Male,High,vegan,Low,restrictive_eating,naperville,3564
575,58,Male,Low,Non-vegetarian,Medium,restrictive_eating,springfield,3742.933333
576,22,Female,Medium,Non-vegetarian,Low,binge_eating,chicago,1306.8
577,24,Female,High,Non-vegetarian,Medium,binge_eating,nashville,1900.8
578,50,Female,Low,Non-vegetarian,Low,binge_eating,naperville,2376
579,27,Male,Medium,vegan,Medium,restrictive_eating,alton,1782
580,60,Female,Medium,vegan,Medium,binge_eating,chicago,3240
581,44,Female,Low,vegan,Medium,binge_eating,springfield,1900.8
582,31,Male,High,vegan,High,binge_eating,alton,2700.72
583,18,Male,High,Non-vegetarian,Low,restrictive_eating,naperville,1568.16
584,40,Female,Low,vegan,High,restrictive_eating,nashville,1900.8
585,53,Male,Low,Non-vegetarian,Medium,binge_eating,nashville,3420.266667
586,21,Female,Medium,Non-vegetarian,High,restrictive_eating,alton,1524.6
587,27,Male,High,Vegetarian,High,restrictive_eating,springfield,2352.24
588,24,Male,Low,vegan,Low,restrictive_eating,naperville,1140.48
589,49,Male,Low,vegan,Medium,binge_eating,nashville,2587.2
590,38,Female,High,Vegetarian,Medium,restrictive_eating,alton,2462.4
591,22,Female,Medium,Non-vegetarian,High,restrictive_eating,nashville,1597.2
592,22,Male,High,Non-vegetarian,High,restrictive_eating,naperville,2342.56
593,35,Female,Medium,Non-vegetarian,Medium,restrictive_eating,champaign,2310
594,20,Male,High,vegan,High,restrictive_eating,springfield,1742.4
595,44,Female,Medium,Vegetarian,High,restrictive_eating,nashville,2613.6
596,51,Female,Medium,Vegetarian,High,binge_eating,springfield,3029.4
597,59,Female,High,vegan,Low,restrictive_eating,alton,3440.88
598,57,Male,High,vegan,Low,binge_eating,nashville,4062.96
599,26,Female,Medium,vegan,Low,binge_eating,nashville,1263.6
600,33,Female,High,Vegetarian,Medium,binge_eating,springfield,2138.4
601,52,Male,Low,Non-vegetarian,Medium,restrictive_eating,champaign,3355.733333
602,56,Male,High,Non-vegetarian,Medium,binge_eating,springfield,5420.8
603,54,Male,High,vegan,Low,restrictive_eating,nashville,3849.12
604,58,Female,Medium,Vegetarian,Low,binge_eating,naperville,2818.8
605,33,Male,Medium,Non-vegetarian,High,restrictive_eating,champaign,2928.2
606,46,Female,Low,Vegetarian,Low,binge_eating,springfield,1788.48
607,58,Male,Low,Vegetarian,Medium,restrictive_eating,champaign,3062.4
608,58,Female,Low,vegan,Low,restrictive_eating,nashville,2255.04
609,31,Male,High,Non-vegetarian,Medium,restrictive_eating,chicago,3000.8
610,52,Male,High,Non-vegetarian,High,binge_eating,naperville,5536.96
611,32,Male,High,Vegetarian,Low,restrictive_eating,chicago,2280.96
612,49,Female,Low,Vegetarian,Low,binge_eating,springfield,1905.12
613,53,Female,Medium,Non-vegetarian,High,restrictive_eating,naperville,3847.8
614,23,Male,High,vegan,Low,restrictive_eating,chicago,1639.44
615,44,Male,Low,Non-vegetarian,Low,restrictive_eating,springfield,2555.52
616,49,Female,High,Non-vegetarian,Medium,restrictive_eating,springfield,3880.8
617,41,Male,Low,Non-vegetarian,Low,binge_eating,springfield,2381.28
618,27,Male,High,Non-vegetarian,Low,binge_eating,champaign,2352.24
619,46,Female,High,Non-vegetarian,Medium,restrictive_eating,nashville,3643.2
620,43,Male,Medium,vegan,High,restrictive_eating,nashville,3121.8
621,46,Male,Medium,Non-vegetarian,High,binge_eating,naperville,4081.733333
622,25,Female,Medium,Vegetarian,Low,binge_eating,chicago,1215
623,30,Female,High,Vegetarian,High,restrictive_eating,naperville,2138.4
624,28,Male,Low,Vegetarian,High,binge_eating,chicago,1626.24
625,58,Male,Medium,vegan,Low,restrictive_eating,naperville,3445.2
626,34,Female,Low,vegan,Medium,restrictive_eating,nashville,1468.8
627,29,Female,Low,vegan,Low,restrictive_eating,nashville,1127.52
628,32,Female,Medium,vegan,Medium,binge_eating,alton,1728
629,56,Male,Medium,Non-vegetarian,Low,restrictive_eating,chicago,4065.6
630,58,Female,Low,Vegetarian,Low,binge_eating,springfield,2255.04
631,18,Female,High,Vegetarian,Medium,restrictive_eating,alton,1166.4
632,19,Female,Low,Vegetarian,Low,restrictive_eating,champaign,738.72
633,31,Female,Low,Vegetarian,Medium,binge_eating,springfield,1339.2
634,42,Female,Low,vegan,Medium,binge_eating,alton,1814.4
635,21,Female,High,Vegetarian,High,binge_eating,nashville,1496.88
636,45,Female,High,Non-vegetarian,Medium,restrictive_eating,naperville,3564
637,46,Male,Medium,Non-vegetarian,Medium,restrictive_eating,springfield,3710.666667
638,35,Male,Medium,Vegetarian,High,binge_eating,champaign,2541
639,39,Male,Medium,vegan,Low,restrictive_eating,chicago,2316.6
640,22,Female,High,vegan,Medium,binge_eating,chicago,1425.6
641,58,Male,Medium,Vegetarian,High,binge_eating,naperville,4210.8
642,41,Female,Low,Non-vegetarian,High,binge_eating,champaign,2381.28
643,25,Female,Medium,vegan,Medium,restrictive_eating,alton,1350
644,36,Female,Medium,Vegetarian,Medium,binge_eating,naperville,1944
645,20,Male,Medium,Non-vegetarian,High,binge_eating,chicago,1774.666667
646,52,Female,High,vegan,Medium,restrictive_eating,nashville,3369.6
647,52,Female,High,Vegetarian,Low,binge_eating,naperville,3032.64
648,53,Female,Low,Non-vegetarian,Low,binge_eating,champaign,2518.56
649,46,Male,High,vegan,Medium,binge_eating,nashville,3643.2
650,31,Female,Medium,Non-vegetarian,High,restrictive_eating,springfield,2250.6
651,51,Female,High,Vegetarian,Medium,binge_eating,naperville,3304.8
652,28,Female,Medium,Non-vegetarian,Medium,binge_eating,springfield,1848
653,18,Female,Low,vegan,High,binge_eating,champaign,855.36
654,45,Female,Low,Vegetarian,Low,restrictive_eating,naperville,1749.6
655,44,Female,Low,Non-vegetarian,High,binge_eating,naperville,2555.52
656,39,Male,Medium,vegan,Medium,binge_eating,naperville,2574
657,54,Male,High,Non-vegetarian,Low,restrictive_eating,alton,4704.48
658,49,Female,High,Non-vegetarian,Low,restrictive_eating,nashville,3492.72
659,47,Female,High,vegan,High,binge_eating,naperville,3350.16
660,41,Female,High,Non-vegetarian,Low,restrictive_eating,alton,2922.48
661,46,Female,Low,vegan,High,binge_eating,springfield,2185.92
662,56,Female,Low,Vegetarian,Low,restrictive_eating,champaign,2177.28
663,36,Male,Low,Vegetarian,High,restrictive_eating,alton,2090.88
664,46,Female,Low,Vegetarian,High,binge_eating,springfield,2185.92
665,52,Male,Low,Vegetarian,Low,restrictive_eating,nashville,2471.04
666,31,Female,Low,Vegetarian,Low,binge_eating,springfield,1205.28
667,41,Female,Medium,Non-vegetarian,High,restrictive_eating,nashville,2976.6
668,40,Female,Low,vegan,Medium,restrictive_eating,alton,1728
669,48,Male,Low,Vegetarian,Low,restrictive_eating,champaign,2280.96
670,36,Female,Low,Vegetarian,Medium,binge_eating,champaign,1555.2
671,30,Female,Low,vegan,Low,restrictive_eating,springfield,1166.4
672,39,Male,Low,Non-vegetarian,Medium,binge_eating,naperville,2516.8
673,50,Male,High,vegan,Medium,restrictive_eating,chicago,3960
674,19,Female,Medium,vegan,High,restrictive_eating,champaign,1128.6
675,53,Female,High,Non-vegetarian,High,restrictive_eating,naperville,4617.36
676,47,Female,High,Vegetarian,Low,binge_eating,naperville,2741.04
677,35,Male,Low,vegan,Low,binge_eating,nashville,1663.2
678,47,Female,Low,Non-vegetarian,Medium,restrictive_eating,chicago,2481.6
679,22,Female,Medium,Non-vegetarian,Medium,binge_eating,nashville,1452
680,20,Female,Low,Non-vegetarian,Low,restrictive_eating,naperville,950.4
681,49,Male,High,Vegetarian,Medium,restrictive_eating,springfield,3880.8
682,19,Female,Low,vegan,Medium,restrictive_eating,champaign,820.8
683,23,Male,High,Vegetarian,Low,restrictive_eating,chicago,1639.44
684,35,Female,Medium,Non-vegetarian,Low,restrictive_eating,naperville,2079
685,49,Female,Medium,Non-vegetarian,Medium,restrictive_eating,springfield,3234
686,60,Male,High,vegan,Low,restrictive_eating,nashville,4276.8
687,45,Female,Medium,Vegetarian,Low,restrictive_eating,nashville,2187
688,23,Female,Medium,vegan,High,restrictive_eating,chicago,1366.2
689,49,Male,Low,Non-vegetarian,High,restrictive_eating,springfield,3478.346667
690,38,Male,High,Vegetarian,Low,binge_eating,nashville,2708.64
691,18,Female,Low,Non-vegetarian,Medium,restrictive_eating,nashville,950.4
692,49,Male,High,vegan,High,binge_eating,chicago,4268.88
693,38,Female,Medium,vegan,Low,restrictive_eating,springfield,1846.8
694,59,Male,High,vegan,Low,restrictive_eating,springfield,4205.52
695,18,Female,High,Vegetarian,Medium,restrictive_eating,alton,1166.4
696,30,Male,Medium,vegan,High,binge_eating,chicago,2178
697,42,Male,Medium,vegan,Medium,binge_eating,naperville,2772
698,51,Male,Medium,vegan,High,restrictive_eating,champaign,3702.6
699,24,Female,Low,Vegetarian,Low,binge_eating,champaign,933.12
700,33,Female,Medium,Vegetarian,Low,binge_eating,chicago,1603.8
701,26,Male,Medium,vegan,Low,binge_eating,naperville,1544.4
702,48,Female,Medium,vegan,Low,binge_eating,nashville,2332.8
703,54,Male,Medium,Vegetarian,High,binge_eating,alton,3920.4
704,21,Male,Low,vegan,High,binge_eating,springfield,1219.68
705,31,Female,High,Non-vegetarian,Medium,restrictive_eating,nashville,2455.2
706,31,Male,Medium,Non-vegetarian,High,binge_eating,alton,2750.733333
707,29,Male,Low,vegan,Low,binge_eating,springfield,1378.08
708,29,Female,High,Vegetarian,High,binge_eating,alton,2067.12
709,50,Male,High,vegan,Medium,binge_eating,naperville,3960
710,21,Male,Medium,Vegetarian,High,binge_eating,alton,1524.6
711,24,Male,Low,Non-vegetarian,Medium,restrictive_eating,champaign,1548.8
712,19,Male,Low,Vegetarian,Low,restrictive_eating,springfield,902.88
713,55,Female,Medium,Vegetarian,Medium,restrictive_eating,alton,2970
714,22,Male,Medium,vegan,Low,restrictive_eating,champaign,1306.8
715,45,Female,High,vegan,Low,binge_eating,nashville,2624.4
716,34,Male,Low,Vegetarian,Medium,restrictive_eating,nashville,1795.2
717,48,Female,High,vegan,High,binge_eating,champaign,3421.44
718,18,Female,Low,Vegetarian,High,restrictive_eating,chicago,855.36
719,27,Female,High,vegan,High,binge_eating,naperville,1924.56
720,20,Female,Medium,Vegetarian,Medium,restrictive_eating,chicago,1080
721,45,Female,High,Non-vegetarian,Low,restrictive_eating,nashville,3207.6
722,33,Female,Low,vegan,High,restrictive_eating,alton,1568.16
723,38,Female,High,vegan,Medium,restrictive_eating,chicago,2462.4
724,30,Female,High,vegan,High,binge_eating,champaign,2138.4
725,42,Female,Medium,Vegetarian,Low,restrictive_eating,champaign,2041.2
726,50,Female,Low,Non-vegetarian,Low,restrictive_eating,chicago,2376
727,39,Female,High,Non-vegetarian,Medium,binge_eating,alton,3088.8
728,23,Male,Low,vegan,High,restrictive_eating,champaign,1335.84
729,36,Female,High,vegan,High,restrictive_eating,naperville,2566.08
730,52,Female,Medium,vegan,Medium,restrictive_eating,springfield,2808
731,20,Female,Medium,vegan,Medium,binge_eating,chicago,1080
732,28,Female,High,vegan,Medium,restrictive_eating,naperville,1814.4
733,33,Male,High,Non-vegetarian,Low,binge_eating,springfield,2874.96
734,58,Female,Low,vegan,Medium,binge_eating,alton,2505.6
735,50,Female,Low,vegan,Low,restrictive_eating,chicago,1944
736,49,Male,Low,Vegetarian,High,restrictive_eating,champaign,2845.92
737,43,Male,Low,vegan,Low,binge_eating,springfield,2043.36
738,21,Male,Medium,vegan,High,restrictive_eating,springfield,1524.6
739,23,Male,Low,Vegetarian,Low,binge_eating,naperville,1092.96
740,48,Male,High,Vegetarian,Low,binge_eating,chicago,3421.44
741,30,Female,High,Non-vegetarian,High,binge_eating,naperville,2613.6
742,50,Female,Low,vegan,Low,restrictive_eating,springfield,1944
743,42,Male,Medium,Non-vegetarian,High,binge_eating,nashville,3726.8
744,41,Male,Low,Vegetarian,Low,restrictive_eating,nashville,1948.32
745,36,Male,Low,Vegetarian,Medium,restrictive_eating,champaign,1900.8
746,28,Male,High,Vegetarian,Medium,restrictive_eating,springfield,2217.6
747,46,Female,High,Non-vegetarian,Low,binge_eating,nashville,3278.88
748,44,Female,Medium,Vegetarian,High,binge_eating,nashville,2613.6
749,46,Male,Low,Vegetarian,High,binge_eating,chicago,2671.68
750,55,Female,Medium,vegan,Low,binge_eating,champaign,2673
751,21,Female,Low,Non-vegetarian,Low,binge_eating,champaign,997.92
752,59,Female,Low,Non-vegetarian,Medium,binge_eating,champaign,3115.2
753,58,Female,High,Non-vegetarian,Low,binge_eating,springfield,4134.24
754,54,Female,High,vegan,Medium,binge_eating,champaign,3499.2
755,49,Female,High,Vegetarian,Low,restrictive_eating,naperville,2857.68
756,31,Female,Low,Non-vegetarian,High,binge_eating,naperville,1800.48
757,35,Male,Low,vegan,High,restrictive_eating,alton,2032.8
758,38,Male,Low,Vegetarian,High,restrictive_eating,naperville,2207.04
759,34,Female,Medium,vegan,Low,restrictive_eating,naperville,1652.4
760,32,Female,High,Vegetarian,Medium,restrictive_eating,nashville,2073.6
761,44,Male,Medium,Vegetarian,High,restrictive_eating,chicago,3194.4
762,29,Male,High,Vegetarian,High,binge_eating,naperville,2526.48
763,20,Male,Low,Vegetarian,High,binge_eating,champaign,1161.6
764,44,Male,Low,Vegetarian,Medium,restrictive_eating,nashville,2323.2
765,46,Male,Medium,Vegetarian,High,restrictive_eating,springfield,3339.6
766,20,Male,High,Vegetarian,Low,restrictive_eating,alton,1425.6
767,59,Male,Low,Vegetarian,Medium,restrictive_eating,champaign,3115.2
768,23,Female,Medium,vegan,High,binge_eating,chicago,1366.2
769,23,Male,High,vegan,High,restrictive_eating,nashville,2003.76
770,20,Male,High,vegan,Medium,restrictive_eating,naperville,1584
771,26,Female,Low,vegan,Low,binge_eating,alton,1010.88
772,37,Female,High,vegan,Low,binge_eating,chicago,2157.84
773,48,Female,Low,Vegetarian,Low,binge_eating,springfield,1866.24
774,44,Male,High,Non-vegetarian,Medium,binge_eating,alton,4259.2
775,36,Male,Low,vegan,Medium,restrictive_eating,nashville,1900.8
776,27,Male,Medium,Vegetarian,High,restrictive_eating,champaign,1960.2
777,32,Male,High,Non-vegetarian,Low,restrictive_eating,alton,2787.84
778,42,Female,Low,vegan,High,binge_eating,springfield,1995.84
779,21,Female,High,vegan,Medium,binge_eating,chicago,1360.8
780,57,Male,High,Vegetarian,Medium,restrictive_eating,nashville,4514.4
781,41,Male,High,vegan,High,restrictive_eating,nashville,3571.92
782,40,Male,Low,vegan,High,binge_eating,springfield,2323.2
783,57,Female,Low,Vegetarian,High,restrictive_eating,nashville,2708.64
784,29,Female,High,Non-vegetarian,Low,restrictive_eating,springfield,2067.12
785,47,Female,Medium,Non-vegetarian,Medium,binge_eating,champaign,3102
786,60,Male,Low,vegan,High,binge_eating,springfield,3484.8
787,22,Female,Medium,Non-vegetarian,Low,restrictive_eating,champaign,1306.8
788,29,Male,Medium,vegan,Low,restrictive_eating,nashville,1722.6
789,49,Female,High,Vegetarian,Medium,binge_eating,chicago,3175.2
790,34,Female,High,vegan,Low,restrictive_eating,champaign,1982.88
791,54,Female,Low,Non-vegetarian,Low,binge_eating,alton,2566.08
